WORD	CLUSTER_ID	WORD_COUNT
监察室	23	49
副处长	23	47
总指挥	23	45
人力资源中心	23	45
正职	23	45
分委会	23	44
销售经理	23	43
副厂长	23	43
公司负责人	23	42
质量保证部	23	41
安监部	23	40
市场营销部	23	38
中台	23	38
监管部	23	36
环保办	23	39
法人代表	23	35
营销部	23	35
综合部	23	35
行政中心	23	35
要员	23	35
安技	23	34
总责	23	35
政工	23	34
安全部门	23	34
财务经理	23	31
部将	23	31
科员	23	31
轮机长	23	31
调度室	23	29
贵人	23	32
物资部	23	28
投资管理部	23	27
信息部	23	27
保障部	23	28
学组	23	26
监察员	23	25
李红	23	25
设备部	23	24
区域经理	23	24
品质管理部	23	24
工作部门	23	24
安部	23	24
经营部	23	23
授权人	23	23
管员	23	23
纪检监察室	23	23
扩大会议	23	22
经警	23	22
安全生产委员会办公室	23	22
贵州黔源电力股份有限公司	23	21
领班	23	21
总负责人	23	20
副总监	23	20
经理助理	23	21
专管	23	20
合规官	23	19
两委	23	19
副科长	23	18
行政事务	23	18
九部	23	18
协调员	23	18
文秘	23	17
委派制	23	17
室主任	23	17
全责	23	17
发展中心大厦	23	17
机关部	23	17
经办人	23	17
后勤部	23	16
条钢	23	16
工艺员	23	16
审批人	23	15
中控室	23	15
设计部	23	15
财务处	23	15
工会办公室	23	15
策划部	23	15
资金部	23	15
民主党派	23	15
计划处	23	14
安质	23	14
专业分工	23	14
人事工作	23	14
安管	23	14
责人	23	14
安委会办公室	23	16
经审	23	13
投资发展部	23	13
党总支部	23	13
综合科	23	12
财务管理中心	23	12
培训专员	23	12
国际部	23	12
营销经理	23	12
其管辖	23	12
护理部	23	12
营管	23	11
安全科	23	11
观测站	23	11
技术处	23	10
维修班	23	10
管理室	23	10
任主任	23	10
赵炳军	23	11
企业	24	98333
发展	24	89788
社会	24	50875
环境	24	41136
社会责任	24	39032
经营	24	33917
努力	24	22257
和谐	24	22115
目标	24	19078
共同	24	18984
价值	24	16870
可持续发展	24	16680
更好	24	7497
企业发展	24	7069
经济效益	24	7021
共赢	24	6542
效益	24	5870
整体	24	5126
公司发展	24	4196
供应链	24	3784
整个	24	3663
进步	24	3434
真正	24	3292
目的	24	3275
最终	24	3181
健康发展	24	3142
持续发展	24	3109
更大	24	3066
最大化	24	3036
可持续	24	2950
社会效益	24	2780
有机	24	2624
同步	24	2258
平衡	24	2196
长远	24	2056
全社会	24	1891
双赢	24	1867
协调发展	24	1865
良性	24	1713
得以	24	1647
企业经营	24	1572
企业可持续发展	24	1301
社会价值	24	1290
战略目标	24	1250
社会责任理念	24	1228
公司整体	24	1175
公司可持续发展	24	1145
增值	24	1094
企业价值	24	914
公司发展战略	24	888
和谐共赢	24	867
公司战略	24	861
价值链	24	841
环境效益	24	828
公司价值	24	710
企业社会	24	700
社会可持续发展	24	659
跨越式	24	586
经济社会可持续发展	24	572
企业运营	24	573
可持续发展战略	24	569
企业战略	24	553
人与自然	24	545
共同进步	24	536
客户价值	24	517
企业效益	24	514
企业发展战略	24	499
员工价值	24	459
企业经济效益	24	451
经济价值	24	442
价值最大化	24	443
重要途径	24	388
个人价值	24	380
股东价值	24	322
良性循环	24	308
永续发展	24	289
社会责任战略	24	243
环境可持续发展	24	238
企业经济	24	227
公司战略目标	24	227
健康可持续发展	24	208
可持续性发展	24	202
人力资本	24	191
国有资产保值增值	24	185
商业价值	24	183
利润最大化	24	183
价值提升	24	183
股东价值最大化	24	177
人生价值	24	175
永续经营	24	161
企业整体	24	157
整体发展	24	154
市场价值	24	152
企业目标	24	148
企业社会责任建设	24	141
全面履行社会责任	24	133
可持续发展目标	24	133
生态效益	24	128
年度经营目标	24	124
社会财富	24	113
扭亏为盈	24	112
效力	24	109
长治久安	24	90
资产保值增值	24	87
发展战略目标	24	88
员工个人价值	24	87
规划目标	24	82
企业发展目标	24	80
资产增值	24	79
公司经营目标	24	72
可持续健康发展	24	69
既定目标	24	68
战略发展目标	24	56
价值增值	24	55
分红权	24	53
共同富裕	24	36
经营效果	24	36
高度一致	24	25
经济收益	24	23
发展权	24	20
董事长	25	3353
先生	25	3120
担任	25	2489
总裁	25	1508
主席	25	1168
副总经理	25	1084
公司董事长	25	1002
委员	25	907
副总裁	25	710
亲自	25	705
公司总经理	25	653
女士	25	619
行长	25	580
财务总监	25	441
党委书记	25	409
副董事长	25	334
行政总裁	25	325
工会主席	25	320
副主席	25	316
兼任	25	306
首席执行官	25	266
公司总裁	25	267
出席会议	25	258
党委副书记	25	216
会长	25	214
副会长	25	211
纪委书记	25	194
理事长	25	191
监事会主席	25	188
公司副总经理	25	178
副行长	25	170
云南煤业能源股份有限公司	25	165
海立集团	25	144
公司副总裁	25	140
委员会主席	25	137
海尔集团	25	132
云南昆钢煤焦化有限公司	25	130
公司党委书记	25	131
法定代表人	25	127
党委委员	25	120
财务负责人	25	115
台积电	25	112
集团董事长	25	111
陈利浩	25	110
云南云维股份有限公司	25	107
现年	25	105
创始人	25	101
常务副	25	92
总会计师	25	91
董事局主席	25	89
副理事长	25	86
高级副总裁	25	83
曹德旺	25	82
首席财务官	25	81
魏家福	25	80
董事会主席	25	71
德康	25	69
联席	25	69
李先生	25	66
李东生	25	66
正泰集团	25	62
执行长	25	62
董事总经理	25	61
沈建芳	25	60
名誉	25	59
监事长	25	56
建平	25	55
云南云维集团有限公司	25	53
协会会长	25	54
青岛海尔股份有限公司	25	52
中国移动通信	25	50
孙伟挺	25	48
中国移动通信集团公司	25	46
黄先生	25	45
陈戌源	25	48
主席团	25	45
李仁杰	25	44
创办人	25	44
云南白药集团股份有限公司	25	41
马云	25	41
夫人	25	41
李彦宏	25	41
茅台集团	25	40
题词	25	39
唐斌	25	39
建民	25	39
理工	25	42
饶才富	25	37
张轩松	25	35
好想你枣业股份有限公司	25	35
万连步	25	35
宝钢集团有限公司	25	34
向东	25	34
马蔚华	25	34
邮电部	25	34
王石	25	34
社长	25	33
员会	25	42
华兵	25	31
菊芳	25	31
正泰电气股份有限公司	25	31
中国工商银行股份有限公司	25	30
郭广昌	25	30
云南煤化工集团有限公司	25	30
翁海辉	25	29
施能坑	25	28
政委	25	28
詹纯新	25	28
陈启宇	25	28
云天化集团有限责任公司	25	27
局局长	25	26
宋志平	25	26
马泽华	25	26
郑李锦	25	26
傅成玉	25	25
主持会议	25	25
潘基文	25	25
总经济师	25	25
徐玉锁	25	25
吴厚刚	25	25
施振荣	25	25
热情洋溢	25	24
张近东	25	24
尤小平	25	24
刘绍勇	25	24
葛培健	25	24
任本	25	25
王跃林	25	24
星展银行	25	23
董明珠	25	23
王伟	25	23
王传福	25	23
李建波	25	23
周先生	25	23
黄创增	25	23
反复强调	25	21
王新明	25	23
国文	25	21
潘刚	25	21
李金元	25	21
支部书记	25	20
运营官	25	20
李军	25	20
马化腾	25	20
麦伯良	25	20
张瑞敏	25	20
总干事	25	20
纪凡	25	20
黄冠雄	25	20
徐斌	25	20
阮水龙	25	19
唐台英	25	19
劳方	25	19
迪南	25	19
邱博士	25	19
专家咨询委员会	25	18
副所长	25	18
董宁	25	44
少华	25	18
世昌	25	18
郭博士	25	18
胡晓勤	25	18
杨超	25	17
时说	25	17
晏平	25	17
陈景河	25	17
韩国龙	25	17
汪群斌	25	17
马须伦	25	17
陈小宪	25	17
沈荣	25	17
张轩宁	25	17
天通控股股份有限公司	25	16
邵建明	25	16
魏雪	25	16
刘水	25	16
江先生	25	16
秦玉峰	25	16
编委会	25	15
左二	25	15
特邀嘉宾	25	15
左三	25	15
孙波	25	15
南存辉	25	15
中国家用电器协会	25	15
名誉会长	25	15
黄创	25	15
致词	25	14
总编辑	25	14
樊大志	25	14
林腾	25	14
海山	25	17
梁信军	25	14
刘道明	25	14
演奏家	25	14
万隆	25	14
总裁室	25	14
张毅	25	14
朱勇军	25	14
牛锡明	25	14
罗芳艳	25	14
陈俊圣	25	14
马明哲	25	13
志刚	25	13
范敏	25	13
白骅	25	13
吴焰	25	13
许开华	25	13
刘东明	25	13
省政协	25	13
李玲	25	13
许景南	25	13
高纪凡	25	13
执行主席	25	12
张建国	25	12
法学院	25	12
刘永好	25	12
监票人	25	12
陈林	25	12
蒋卫平	25	12
李小加	25	12
念博	25	12
张女士	25	12
胡志和	25	12
陆博士	25	12
李绍德	25	11
审计官	25	11
曾为	25	11
许淑清	25	11
宋伟杰	25	11
本部长	25	11
李勇	25	11
卢志强	25	11
宝林	25	12
公司经理人	25	11
张淳	25	11
金铎	25	11
李洧若	25	11
俞学锋	25	11
刘兆滨	25	11
温北英	25	11
李国红	25	11
李叶青	25	10
刘积仁	25	10
各自承担	25	10
黄小文	25	10
哲学博士	25	10
李明	25	10
卫翰思	25	10
梁富友	25	10
谢香镇	25	10
刘玉萍	25	10
卫国	25	10
张立军	25	10
李家诚	25	10
李小琳	25	10
黄国	25	10
系统	26	25785
平台	26	22979
网络	26	10933
功能	26	5849
信息化	26	5084
电子	26	4003
在线	26	3599
智能	26	3518
管理系统	26	2303
软件	26	2220
工具	26	2209
上线	26	2202
自动化	26	2118
中国移动	26	2100
通信	26	2081
集成	26	1712
信息系统	26	1556
智能化	26	1415
模块	26	1364
远程	26	1265
信息技术	26	1115
服务平台	26	1009
模型	26	990
物联网	26	936
大数据	26	933
硬件	26	877
数字化	26	844
数据库	26	804
输出	26	788
计算机	26	783
控制系统	26	761
新一代	26	732
基站	26	698
数据中心	26	678
电信	26	652
接入	26	651
联网	26	614
机房	26	598
平台建设	26	582
云计算	26	574
无线	26	572
信息平台	26	564
传输	26	561
卫星	26	541
运维	26	527
智慧城市	26	498
系统建设	26	485
系统集成	26	451
地图	26	417
安防	26	418
无纸化	26	423
后台	26	413
数据分析	26	360
服务器	26	355
技术手段	26	317
全面推广	26	303
门户	26	269
交易系统	26	267
技术平台	26	249
软硬件	26	236
管理信息系统	26	222
视频会议系统	26	206
灾备	26	202
系统平台	26	199
软件产品	26	200
互联网技术	26	199
信息管理系统	26	197
业务系统	26	189
三维	26	172
视频监控	26	172
信息网络	26	171
行业应用	26	167
互联互通	26	168
接口	26	163
车联网	26	160
上线运行	26	159
解决方案提供商	26	153
网络安全	26	153
办公自动化	26	147
软件开发	26	141
政务	26	139
远光	26	136
企业信息化	26	135
运营平台	26	136
物联网技术	26	131
应用软件	26	126
操作系统	26	125
系统升级	26	120
监控中心	26	116
系统功能	26	117
视频监控系统	26	113
办公自动化系统	26	112
虚拟化	26	111
系统开发	26	110
系统上线	26	110
系统项目	26	110
应用服务	26	109
物流系统	26	107
遥感	26	105
正版	26	104
桌面	26	105
评测	26	103
实例	26	104
公司信息化	26	99
备份	26	98
北斗	26	96
网络系统	26	95
无线网络	26	97
核心系统	26	94
智慧家居	26	94
子系统	26	96
系统应用	26	92
支持系统	26	91
电子政务	26	88
客户关系管理系统	26	87
企业级	26	87
电子采购	26	85
软件系统	26	82
知识库	26	79
信息管理平台	26	78
能效管理	26	75
后援	26	74
功能模块	26	71
集成化	26	70
算法	26	67
核心业务系统	26	74
数据平台	26	65
内部网	26	66
保障系统	26	63
预警系统	26	62
产品化	26	60
数据管理	26	59
集中式	26	60
数据安全	26	55
提供数据	26	53
测绘	26	51
数据挖掘	26	51
接入网	26	47
数据处理	26	46
综合信息	26	46
宝信	26	46
评级系统	26	45
信息技术手段	26	41
数据共享	26	41
软硬	26	36
私有云	26	33
系统资源	26	32
地理信息	26	29
系统软件	26	27
网管	26	26
互联网安全	26	25
数据仓库	26	23
全时	26	23
基础架构	26	22
金蝶	26	20
架构设计	26	20
数字化工厂	26	20
远程办公	26	18
海量数据	26	18
防卫	26	17
推广中心	26	17
公共信息	26	17
系统测试	26	14
数据模型	26	14
网络电话	26	14
存储设备	26	13
远端	26	12
数据网络	26	12
粮库	26	12
存储系统	26	11
公用企业	26	11
框计算	26	10
面对	27	4638
情况下	27	2669
面临	27	2432
形势	27	2344
巨大	27	1724
危机	27	1013
紧张	27	772
市场环境	27	754
波动	27	738
低迷	27	664
增速	27	669
过剩	27	632
全球经济	27	590
金融危机	27	587
冲击	27	545
宏观经济	27	493
调控	27	483
考验	27	477
下滑	27	442
经济形势	27	403
复杂多变	27	386
市场形势	27	353
世界经济	27	343
国内经济	27	318
严重影响	27	276
公司股价	27	264
时机	27	258
国际金融危机	27	256
不确定性	27	254
大环境	27	240
房地产市场	27	239
经济环境	27	234
下跌	27	229
行业竞争	27	202
产品价格	27	198
宏观经济形势	27	186
周期性	27	184
走势	27	183
结构性	27	182
高速增长	27	174
市场价格	27	167
国际经济	27	165
全球金融危机	27	158
经济体	27	156
煤炭市场	27	150
寒冬	27	150
航运市场	27	147
低谷	27	143
变暖	27	142
经济危机	27	142
极端	27	138
增长速度	27	137
运价	27	135
股市	27	131
行业市场	27	127
物价	27	126
重重困难	27	122
国内外经济形势	27	122
国内外经济	27	123
低位	27	121
环境变化	27	117
全球气候	27	116
用电需求	27	115
不景气	27	114
密切跟踪	27	111
高位	27	109
油价	27	107
成本上升	27	105
发生变化	27	104
电力市场	27	108
同质化	27	101
干散货	27	100
变迁	27	96
动荡	27	97
能源需求	27	94
减薪	27	93
房价	27	91
局势	27	90
宏观环境	27	90
经济增速	27	87
电力需求	27	87
老龄化	27	85
大幅下滑	27	82
严峻考验	27	82
市场行情	27	80
四季度	27	78
货币政策	27	77
市场波动	27	77
短期内	27	76
煤价	27	78
金融环境	27	74
复杂性	27	74
楼市	27	72
价格波动	27	69
股票市场	27	69
震荡	27	68
预判	27	68
大幅波动	27	66
宏观经济环境	27	66
国内经济增速	27	66
迹象	27	65
调整期	27	64
高企	27	65
供不应求	27	63
利好	27	63
非理性	27	60
煤炭价格	27	61
决定性	27	59
微利	27	58
物价上涨	27	58
深刻变化	27	58
形势严峻	27	58
地缘	27	58
分化	27	59
金融风暴	27	55
挫折	27	53
深度调整	27	52
钢材市场	27	51
金融形势	27	51
资金紧张	27	51
供求	27	49
经济金融形势	27	48
大幅下跌	27	48
依然严峻	27	47
企稳	27	47
十分困难	27	46
市场走势	27	46
债务危机	27	47
严冬	27	45
不容乐观	27	43
出现大幅	27	43
巨大变化	27	43
紧缩	27	43
限产	27	42
新医改	27	42
价格上涨	27	41
中央政府	27	41
高增长	27	40
变数	27	40
资金链	27	39
经济状况	27	37
困局	27	37
趋缓	27	37
价格竞争	27	38
大幅上涨	27	36
人口老龄化	27	36
双重压力	27	35
钢材价格	27	35
上行	27	35
气度	27	35
需求不足	27	35
井喷	27	33
市场条件	27	33
日益加剧	27	31
供求关系	27	30
能源价格	27	28
政策出台	27	29
不稳定性	27	28
政治经济	27	28
市场运行	27	27
人民币汇率	27	27
阴霾	27	27
价格战	27	26
钢铁市场	27	27
负增长	27	26
持续下跌	27	26
西电	27	27
持续走低	27	25
波动性	27	25
出口市场	27	25
任务艰巨	27	24
仍将保持	27	23
经济周期	27	23
严重破坏	27	22
贸易量	27	22
高位运行	27	22
国际金融市场	27	21
价格下降	27	22
从容应对	27	22
波罗的海	27	21
人民币升值	27	20
载货量	27	20
风险加大	27	20
窗口期	27	21
国际油价	27	19
可以预见	27	19
逆转	27	19
不稳	27	19
明显放缓	27	18
市场供求	27	18
被动局面	27	18
影响不大	27	18
保护主义	27	18
窘境	27	18
经济衰退	27	17
低谷期	27	17
未见	27	17
人口红利	27	17
国际原油价格	27	16
海平面	27	16
急剧下降	27	16
汇率变动	27	16
出现下滑	27	16
偏紧	27	16
结构性调整	27	16
加息	27	15
情势	27	16
暴跌	27	15
国际形势	27	15
总体经济	27	15
欧元区	27	15
股灾	27	15
新兴国家	27	14
不乐观	27	14
经济分析	27	14
点多面广	27	14
购买力	27	13
市场萎缩	27	13
政局	27	13
阵痛期	27	13
恐慌	27	12
波谷	27	12
持股数量	27	12
偏少	27	12
欲望	27	12
断崖	27	13
贫富差距	27	11
走高	27	11
暴涨	27	11
十分复杂	27	11
黄金市场	27	11
整体亏损	27	11
推盘	27	11
脱媒	27	11
低于预期	27	11
脆弱性	27	10
资金市场	27	10
遭受重创	27	10
变局	27	10
原油价格	27	10
出现明显	27	10
银根紧缩	27	10
货运市场	27	10
金价	27	10
操作	28	4851
实时	28	1664
计量	28	1639
调度	28	1374
模拟	28	857
辅助	28	831
单元	28	761
核算	28	620
节点	28	606
追溯	28	565
存储	28	526
固化	28	491
采集	28	468
流转	28	393
模板	28	343
实时监控	28	341
标签	28	338
隔离	28	310
可视化	28	266
仪表	28	250
界面	28	234
公司办公	28	230
切换	28	224
公文	28	199
电磁辐射	28	192
分区	28	182
文档	28	169
扫描	28	164
数据采集	28	159
动作	28	157
编码	28	155
交接	28	156
核保	28	149
物流管理	28	144
计费	28	131
看板	28	123
资金流	28	120
信息流	28	118
质控	28	117
加密	28	108
自控	28	104
工位	28	96
信息采集	28	87
留痕	28	86
系统控制	28	79
检验检测	28	77
表单	28	76
网格	28	76
技术信息	28	69
静态	28	67
人机	28	63
着装	28	57
门禁	28	57
定置	28	56
新旧	28	55
信息处理	28	55
闭合	28	52
条码	28	53
排产	28	49
网络管理	28	47
电子网络	28	42
隔离墙	28	41
总控	28	40
系统维护	28	40
电算化	28	39
出入库	28	40
补货	28	41
挤奶	28	38
监控点	28	37
动态控制	28	37
药库	28	37
监管码	28	34
条块	28	34
办公流程	28	34
招采	28	34
模版	28	33
方法学	28	30
全口径	28	29
条形码	28	29
收运	28	28
监控员	28	27
原始记录	28	26
动静	28	26
驾驶舱	28	26
多学科	28	25
营运部	28	25
解码	28	25
采制	28	24
视图	28	23
系统监控	28	24
数据备份	28	23
数据资料	28	23
电子商务系统	28	22
资讯中心	28	22
关务	28	23
色标	28	22
积分卡	28	21
操作环节	28	20
闭环控制	28	20
控制参数	28	20
官理	28	20
报文	28	18
监测技术	28	17
产品策划	28	17
值班员	28	17
往来账	28	17
总账	28	17
环境分析	28	17
量值	28	17
操作步骤	28	17
存贮	28	16
服务商标	28	15
管理对象	28	15
价值流	28	15
兴奋剂	28	15
服务程序	28	15
校核	28	16
技术化	28	14
一一对应	28	14
直报	28	14
排程	28	14
精确定位	28	14
绿灯	28	14
实时控制	28	13
流线	28	13
股票池	28	13
手工操作	28	13
知识点	28	13
营销系	28	12
测试数据	28	12
配置管理	28	12
同步化	28	12
预防接种	28	11
交通标志	28	11
信息系	28	11
智控	28	11
管通	28	11
热计量	28	11
软件质量	28	10
后台作业	28	10
赋码	28	10
终身制	28	10
查询	29	1691
自助	29	1400
账户	29	1143
发送	29	722
缴费	29	691
积分	29	659
上网	29	551
开户	29	513
即可	29	508
预约	29	502
柜台	29	447
柜面	29	404
转账	29	355
银行卡	29	353
保单	29	308
兑换	29	300
柜员	29	295
机具	29	293
密码	29	288
业务办理	29	267
凭证	29	264
汇款	29	248
随时随地	29	227
就可以	29	223
拍卖	29	223
持卡人	29	215
发票	29	213
资费	29	201
账单	29	198
发卡	29	190
号码	29	181
放款	29	177
网上交易	29	176
值机	29	174
防伪	29	162
手续费	29	154
身份证	29	149
机票	29	148
电子账单	29	141
收款	29	140
卡片	29	135
水费	29	130
跨行	29	129
端口	29	120
买家	29	118
折扣	29	118
客户交易	29	104
钱包	29	97
帐户	29	91
彩信	29	91
房源	29	87
对个人	29	84
单证	29	85
车票	29	83
会员卡	29	83
预售	29	82
挂失	29	79
绑定	29	78
电子保单	29	78
对账	29	78
收发	29	78
通过银行	29	76
订票	29	75
取现	29	75
下单	29	72
非现金	29	73
日志	29	71
存取款	29	70
实名	29	69
持卡	29	67
退换货	29	66
快速通道	29	65
银行网点	29	62
转售	29	62
收银	29	62
对账单	29	61
服务费	29	61
单据	29	60
账务	29	60
支付方式	29	57
收单	29	52
支票	29	50
新功能	29	49
代扣	29	49
话费	29	49
验房	29	49
钥匙	29	45
记账	29	45
托运	29	44
个人信用	29	46
银行客户	29	42
分配权	29	42
帐号	29	40
银联卡	29	40
交易软件	29	40
收费项目	29	41
购机	29	39
优惠活动	29	38
护照	29	37
投递	29	37
身份识别	29	37
存取	29	36
回单	29	35
贷款申请	29	35
盲文	29	34
报检	29	34
短信通知	29	34
加油卡	29	33
硬币	29	32
押金	29	32
拆分	29	32
电子签名	29	32
好友	29	31
收付款	29	30
修理厂	29	29
存折	29	29
汇款业务	29	27
欠费	29	27
质保书	29	27
帐单	29	27
登机牌	29	28
转帐	29	26
手机号	29	26
公款	29	26
服务价格	29	26
回执	29	26
结算中心	29	26
付款方式	29	26
分期付款	29	25
派车	29	24
现钞	29	24
电话委托	29	23
身份证明	29	21
提箱	29	21
补发	29	21
恶意软件	29	21
电子函件	29	21
医保卡	29	20
车费	29	20
汇出	29	20
验证码	29	20
资费套餐	29	19
金库	29	19
电话号码	29	19
出纳	29	19
金象网	29	19
白名单	29	19
订车	29	19
交易时间	29	18
销户	29	18
芯片卡	29	19
充值卡	29	18
特约商户	29	17
服务指南	29	17
预付费	29	17
终端机	29	17
卡号	29	17
手机卡	29	17
犯罪分子	29	17
卡机	29	17
价目表	29	19
办完	29	16
手印	29	16
进度查询	29	16
提示信息	29	16
核验	29	16
候诊	29	16
汇划	29	15
人证	29	15
企业账户	29	15
报告单	29	15
票证	29	15
有秩序	29	15
理算	29	15
低柜	29	14
无理由	29	14
代金券	29	14
免单	29	14
冠字	29	14
详单	29	13
面签	29	13
买卖双方	29	13
投保单	29	13
报账	29	13
办理手续	29	13
电话录音	29	13
手机炒股	29	12
打卡	29	12
使用银行卡	29	11
通联	29	11
话单	29	11
银证转账	29	11
收款人	29	11
卡内	29	11
磁条	29	11
跨院	29	11
保险客户	29	10
资金汇划	29	10
居民身份证	29	10
升舱	29	10
股票买卖	29	10
针线包	29	10
神器	29	10
上海市	30	4422
广东省	30	2424
北京市	30	2290
深圳市	30	2175
浙江省	30	1784
福建省	30	1670
云南省	30	1415
江苏省	30	1350
山东省	30	1333
四川省	30	1242
全省	30	1045
天津市	30	1000
河南省	30	968
安徽省	30	877
广州市	30	866
大户	30	759
全市	30	757
湖北省	30	752
湖南省	30	715
山西省	30	715
重庆市	30	627
首都	30	617
贵州省	30	588
人民政府	30	561
市级	30	559
文明单位	30	541
河北省	30	533
陕西省	30	514
宁波市	30	489
江西省	30	455
青海省	30	441
南京市	30	430
浦东新区	30	426
海南省	30	410
辽宁省	30	402
高新区	30	400
杭州市	30	376
先进单位称号	30	373
吉林省	30	361
甘肃省	30	313
武汉市	30	315
成都市	30	310
中华全国总工会	30	285
示范点	30	283
青岛市	30	277
福州市	30	261
环境友好企业	30	256
西安市	30	254
合肥市	30	258
建设部	30	241
厦门市	30	237
促进会	30	227
黑龙江省	30	228
中共	30	215
工商行政管理局	30	212
中关村	30	203
绍兴市	30	201
苏州市	30	200
内蒙古自治区	30	199
佛山市	30	179
国家税务局	30	179
授牌	30	177
全区	30	168
国资	30	162
黄浦区	30	158
先进基层党组织	30	153
工业旅游	30	151
全国总工会	30	148
朝阳区	30	147
华泰龙	30	135
新疆维吾尔自治区	30	132
地方税务局	30	129
大连市	30	131
昆明市	30	128
嘉兴市	30	130
副会长单位	30	131
沈阳市	30	127
郑州市	30	128
珠海市	30	123
泉州市	30	122
企业家协会	30	121
兵团	30	119
太原市	30	118
企业联合会	30	119
宜宾市	30	115
文明工地	30	114
循环经济示范	30	115
柳州市	30	112
贵阳市	30	108
节水型企业	30	99
地税局	30	98
模范单位	30	97
梅州市	30	104
国税局	30	96
轻工业	30	91
登记注册	30	90
潍坊市	30	94
广西壮族自治区	30	86
常州市	30	85
东莞市	30	85
中关村科技园区	30	83
经济和信息化委员会	30	83
北京市政府	30	82
诸暨市	30	80
工业经济	30	79
闵行区	30	79
上海市浦东新区	30	78
北京市海淀区	30	77
安全生产监督管理局	30	76
南海区	30	75
水利部	30	73
无锡市	30	73
财政厅	30	72
焦作市	30	72
包头市	30	71
国土资源部	30	71
温州市	30	70
漳州市	30	70
唐山市	30	70
文物保护	30	69
洛阳市	30	66
哈尔滨市	30	67
乌鲁木齐市	30	66
长沙市	30	64
济南市	30	63
株洲市	30	64
琉璃河	30	63
银行业协会	30	62
湖州市	30	61
南昌市	30	59
科委	30	58
德清县	30	57
国家高新技术	30	56
晋江市	30	56
济宁市	30	56
乐山市	30	56
国税	30	55
长春市	30	55
扬州市	30	55
惠州市	30	55
区长	30	55
顺义区	30	53
徐州市	30	51
烟台市	30	50
光彩事业促进会	30	50
地税	30	49
萧山区	30	49
蚌埠市	30	49
巢湖市	30	48
顺德区	30	47
税务局	30	45
连云港市	30	45
海宁市	30	45
海淀园	30	45
吴中区	30	45
宿迁市	30	45
科技局	30	44
北京市总工会	30	44
宁夏回族自治区	30	44
北京经济技术开发区	30	43
日照市	30	43
开封市	30	43
科学技术厅	30	40
经济委员会	30	39
中国金融工会	30	39
中央国家机关	30	39
丽江市	30	39
吉林市	30	38
泸州市	30	38
东营市	30	38
卢湾区	30	38
嘉定区	30	36
经开区	30	36
万州区	30	35
云南省人民政府	30	35
农机化	30	36
国土	30	34
南京市政府	30	33
锦州市	30	33
桂林市	30	31
衡阳市	30	31
淮南市	30	31
科学技术委员会	30	30
兰州市	30	28
丰台区	30	28
重庆市政府	30	28
统计局	30	27
税利	30	27
中国黄金集团公司	30	27
节水办	30	24
河北省政府	30	24
北仑区	30	24
临沂市	30	23
城乡建设厅	30	23
第一届理事会	30	22
福建省政府	30	22
芜湖市	30	22
南宁市	30	22
安阳市	30	22
常熟市	30	23
阜阳市	30	22
咸阳市	30	21
建设厅	30	20
石家庄市	30	20
广西自治区	30	19
纳税户	30	19
昌吉州	30	19
鼓楼区	30	18
建设局	30	18
陕西省人民政府	30	18
全国工会	30	17
六安市	30	16
国家劳动和社会保障部	30	16
白银市	30	16
崂山区	30	16
惠农区	30	16
襄樊市	30	15
临海市	30	15
罗湖区	30	14
城乡建设委员会	30	14
桐乡市	30	14
淮河流域	30	14
镇江市	30	13
容桂街道	30	13
综治委	30	12
南京经济技术开发区	30	12
黄龙	30	12
花都区	30	11
开发区管理委员会	30	11
拥政爱民	30	11
滁州市	30	11
阳泉市	30	10
企业工委	30	10
模范城	30	10
华舍街道	30	10
陈述	31	2232
阅读	31	1670
年报	31	1319
企业社会责任报告	31	1274
年度报告	31	1101
报告编制	31	1081
重要信息	31	857
日期	31	643
报告书	31	589
财务数据	31	552
表述	31	513
口径	31	492
深圳证券交易所中小企业板	31	485
版本	31	428
电子版	31	416
贵公司	31	410
名称	31	400
报告期间	31	402
详见	31	399
详情	31	396
英文	31	391
期内	31	388
撰写	31	368
上海证券交易所网站	31	367
太平洋保险	31	350
中文	31	345
财务信息	31	331
支持性	31	327
有限保证鉴证	31	295
格式	31	285
请参阅	31	275
所载	31	269
章节	31	255
贵行	31	254
时间跨度	31	253
表格	31	249
所示	31	245
以前年度	31	230
索引	31	229
结果显示	31	227
公式	31	217
公告内容	31	214
事实	31	213
编号	31	201
半年度报告	31	202
季报	31	200
时间范围	31	198
报告系统	31	195
公司年报	31	192
年份	31	189
季度报告	31	178
关键数据	31	174
数据统计	31	169
概况	31	169
年度财务报告	31	168
统计数据	31	168
报告范围	31	165
摘要	31	166
所述	31	163
列示	31	160
白皮书	31	160
公司重大信息	31	156
图表	31	155
半年报	31	148
报告数据	31	143
印刷版	31	143
电子文档	31	133
具体内容	31	133
简介	31	130
百忙之中	31	131
有限保证	31	126
序号	31	126
信息数据	31	125
下图	31	119
董事会全体成员保证	31	119
第四份	31	117
环境报告书	31	115
关键社会责任指标	31	112
网络版	31	112
含义	31	111
公司社会责任报告	31	109
情况表	31	108
中报	31	106
第三份	31	107
第五份	31	106
编报基础	31	102
报告指南	31	101
守则条文	31	101
信息内容	31	101
保持一致	31	97
香港交易所网站	31	97
所列	31	97
内部控制评价报告	31	96
中国纺织服装企业	31	96
下文	31	97
历史数据	31	93
快报	31	91
统计表	31	90
企业管治报告	31	90
统计报告	31	92
公司公告	31	89
新创建	31	89
所有信息	31	88
